Well,X,Y,Por,Perm,AI,Facies
388,370,189,9.105198675,0,4605.604616,1
134,290,489,14.44601514,35.29331866,4080.52848,1
431,490,999,15.7211582,413.8970781,3760.516651,1
265,880,699,6.740812055,451.6605095,4601.769374,1
122,325,875,11.30320821,148.6600401,4152.451089,1
73,290,599,7.027126542,511.9574317,4695.212997,0
341,875,925,5.415631304,0,4791.277212,0
371,925,425,11.95360108,0,3761.592341,1
285,270,599,7.524858116,486.8530657,4481.262045,0
245,250,589,9.19238523,406.9875399,4333.003152,0
271,675,425,7.408968095,938.1623452,4946.461285,0
44,310,449,10.53620493,520.183751,4301.313159,1
39,75,25,16.61603069,446.0061976,3769.638317,1
193,475,325,13.11437358,216.4342304,3934.504809,1
132,325,375,8.761585533,711.2178061,4342.385953,1
440,70,219,6.289106924,294.0502212,5460.21937,0
184,475,775,9.410208142,463.8231144,4213.585769,1
259,625,25,3.796654742,109.2515217,5409.93836,0
266,675,675,10.69706973,723.8592105,3911.149658,1
60,175,975,16.68796395,492.0203768,3619.863131,1
183,660,349,8.006736054,0,4152.99266,1
275,320,969,10.85998474,20.95584568,4148.328536,1
252,530,759,7.360818807,317.3220033,4517.863563,1
236,575,175,9.817277672,894.7743206,4139.322177,1
206,525,675,16.05786819,1066.997986,3781.234418,1
49,125,525,6.327905665,546.6975694,4502.833311,1
97,225,125,6.980664211,56.87160881,4857.831174,0
412,890,359,9.548694305,379.92844,4266.591122,1
468,800,729,12.45154121,706.9810086,4351.935104,1
470,620,309,7.885941736,0,4887.994104,1
246,625,675,8.494858007,56.63562245,4353.39794,1
70,590,329,8.865761633,510.9874744,4501.281989,1
78,300,459,12.13352616,514.7801251,3957.317948,1
479,0,839,18.83899401,778.1995947,3681.882823,1
32,75,375,7.033067331,301.6211349,4437.413136,1
260,790,689,14.042233,647.9728208,4123.478112,1
320,910,519,9.887341423,376.4018737,4240.197414,1
207,525,625,13.02423676,277.8160119,4067.989038,1
478,880,369,8.70064493,0,4197.588097,1
72,175,375,6.914962292,310.7957312,4423.361761,1
2,25,875,13.00373819,0,4148.266732,1
144,150,299,11.98158869,24.55433056,4553.570902,1
240,625,975,12.6395541,731.9944841,4076.844775,1
461,600,839,6.55480813,367.0552762,5548.447356,0
178,50,809,16.56179997,322.3720689,3755.984304,1
9,25,525,7.785757612,293.1436995,4773.864322,1
46,125,675,8.871584756,695.0022434,4429.979933,0
95,400,269,12.40223188,856.7527727,4006.139839,1
321,780,509,5.448670285,701.7591814,4332.040843,0
351,875,425,12.06368262,183.2438178,3868.766359,1
176,510,449,10.52201935,793.2906985,4240.654565,1
314,775,275,14.15766677,674.203672,3605.283216,1
341,570,279,10.75455457,200.825914,4240.437868,1
58,980,419,9.020511809,0,4363.820483,1
404,550,549,11.87372675,0,3798.634247,1
335,970,989,11.5826527,419.791243,4152.172008,1
469,340,499,7.210794451,667.2059125,4793.881328,0
130,325,475,18.12548588,839.0067945,3713.025549,1
296,880,329,9.840578226,298.1601265,4397.845783,1
78,175,75,7.959569364,602.0447468,4989.532772,1
358,260,849,17.16989364,707.6120272,4055.058462,1
135,950,389,13.51607192,323.1125034,4333.269575,1
120,325,975,10.54349108,478.1776118,4367.247982,1
313,775,325,5.239456966,10.50437751,4456.832393,1
47,900,79,8.906526586,1110.194159,4306.880465,0
312,775,375,5.916684487,601.9310532,4852.658918,0
445,50,829,16.37088659,520.2882151,3721.14297,1
322,190,849,14.54884074,0,4133.998125,1
26,75,675,9.762285393,292.3181136,4190.98619,0
313,900,899,9.126794187,418.9064923,4213.304354,0
284,725,775,10.89788896,740.7946576,4157.623184,1
90,225,475,13.15253611,0,4092.526044,1
239,80,959,13.4261534,713.4316859,3967.527606,1
275,675,225,6.27178216,619.9842409,5534.358825,0
36,330,899,8.079970856,601.4232836,4619.483785,1
177,430,9,5.569801837,344.304574,5148.62218,0
447,280,619,7.716459867,486.2615695,4519.374302,0
474,660,589,8.51814196,510.4646449,4027.317488,1
391,70,849,11.79925469,734.3019429,4891.843626,1
242,625,875,7.276966506,686.2976243,4956.847769,0
191,475,425,6.037146547,558.0889466,4752.799053,1
51,250,269,7.597476239,234.6475042,4373.938227,1
8,300,719,14.82124078,313.9053883,3889.247945,1
84,570,309,4.155331088,391.7498274,3711.791683,1
177,425,125,5.854904832,126.6718469,4998.711104,0
193,300,969,11.2727666,614.337229,4174.975823,1
310,250,309,14.98711857,629.5085306,4255.000909,1
135,325,225,4.467229808,162.0250873,5289.416445,0
269,675,525,8.899263071,543.3609369,4333.76818,1
296,725,175,6.756392302,0,5394.285891,0
74,175,275,5.901680409,414.322006,5228.817403,0
46,610,409,8.309480384,408.5981762,5151.503676,0
429,50,569,7.002148,83.43074182,4450.476948,1
116,150,79,6.255479178,702.7403641,4736.246814,1
201,525,925,7.595320755,190.0648797,4468.080961,0
98,225,75,7.844135863,968.389974,4235.544941,0
485,60,609,9.928952369,248.3463382,4373.465154,1
39,290,89,7.866511041,876.2488429,4365.148535,0
30,840,929,7.67847379,808.6099508,4409.547743,0
300,510,939,7.881873725,541.263791,5137.821223,0
336,720,809,10.82241729,1093.612517,4015.473485,1
256,625,175,11.38112942,0,4080.680097,1
128,325,575,5.701478314,490.4643545,4839.088522,0
100,275,975,11.92012118,571.5696999,3953.309141,1
268,690,519,9.24585579,0,4290.985289,1
36,75,175,8.031171031,370.1154128,4189.546372,0
228,575,575,16.78547963,1399.567144,3646.274322,1
482,110,29,13.9555438,639.1201543,3873.26008,1
3,660,649,9.980443068,48.0326402,4160.057595,1
220,575,975,3.739861167,844.3355652,5135.124485,0
276,740,459,6.886082593,324.310659,4731.9522,0
187,700,279,8.413535189,618.9545077,4350.647312,0
1,25,925,14.87531835,589.9026563,3808.537464,1
235,575,225,9.1998864,523.3607584,4037.107804,1
205,440,289,9.495912432,835.5866987,4126.655081,1
13,610,949,14.3904495,545.7866012,4088.523099,1
386,975,675,9.33148677,577.2578651,4312.104222,1
467,940,199,5.497736498,115.5384637,5247.379385,0
340,875,975,13.31802714,424.628215,4031.701002,1
280,80,369,7.986118763,350.1939617,4243.953712,1
182,540,859,14.59968404,471.7615227,4030.530651,1
336,825,175,6.414851112,232.0047762,4470.685011,0
316,290,359,5.639860737,145.7636632,4542.864214,1
151,10,139,5.944898752,275.0768726,5108.59114,0
245,625,725,9.360100317,441.318288,4492.338829,1
237,575,125,14.46764156,410.4862246,4011.307012,1
32,0,939,17.78728587,609.8365828,3803.563453,1
389,975,525,7.529527946,615.6378524,4246.12763,1
375,100,799,11.08533582,775.0510513,4317.695561,1
114,275,275,2.993237157,524.8781669,5904.116181,0
79,550,339,4.738121643,127.1338188,4444.280641,1
291,510,179,13.46610282,647.2298835,3821.964735,1
464,770,569,10.2622361,716.836833,4122.946377,1
266,190,269,5.402951115,452.4464419,5022.694502,0
118,130,229,7.874844304,737.8474601,5055.127474,0
224,575,775,5.363332878,453.8109816,5385.78603,0
238,575,75,8.798788516,91.322729,4596.603712,0
7,25,625,5.855198894,240.8910355,4688.250652,0
418,730,699,13.54831738,416.8574748,3991.451944,1
466,550,689,18.65932577,432.9672397,3621.637751,1
226,575,675,14.85396349,263.9155338,3710.811149,1
40,125,975,9.205569556,222.4047993,4077.240336,1
15,720,379,3.685775712,0,4860.395448,0
367,925,625,13.57416057,263.388904,3972.206463,1
175,570,139,13.2960354,537.0601842,4027.391835,1
16,25,175,6.228572083,0,4373.302383,0
172,630,189,8.955908985,504.3500844,4224.692707,1
103,275,825,13.06940874,1240.034448,4077.283783,1
108,180,989,15.51351281,131.4569596,3578.457841,1
38,75,75,15.03125504,99.38645415,4285.73465,1
201,600,339,9.663970985,333.7738881,4416.583532,1
161,950,979,10.3739253,141.5344606,4502.689007,1
215,525,225,11.61863705,545.3160284,4063.171991,1
97,10,359,9.213415943,774.6369702,4047.402702,1
231,660,699,10.16105802,491.3116166,4083.379249,1
71,175,425,6.775564653,0,4524.955281,1
273,640,369,7.007188687,730.9105204,4266.784977,1
213,540,989,5.280699028,169.6436722,4804.68739,0
337,825,125,5.422116505,508.3273278,5030.863357,0
196,475,175,10.58407585,316.8628665,4055.279999,1
489,180,499,5.731743765,11.0859375,4957.596905,0
253,625,325,7.904699377,780.4459368,4432.781219,1
77,710,419,4.508483616,0,4772.419675,0
277,760,579,10.99327199,567.4196915,3996.454365,1
419,940,619,12.61323998,1026.998242,4340.356731,1
27,75,625,12.35013604,567.3420007,4312.040856,1
329,410,259,12.90512299,379.0159974,4030.600538,1
147,375,625,8.056226624,299.4747557,4483.929782,0
129,960,349,11.23863363,229.9087851,4500.858753,1
366,600,809,5.735298204,218.1340086,5128.857388,0
232,340,379,13.69207059,441.1378933,4102.864611,1
142,430,919,8.191648086,0,4454.129725,1
166,830,289,12.23437728,503.1785699,3915.40097,1
257,625,125,12.8845544,567.0908726,3969.161984,1
62,175,875,11.67003158,728.992092,4345.028061,1
174,130,649,7.655006063,276.8784218,4152.638391,0
398,975,75,7.056023212,200.0674533,4358.000806,0
126,260,599,6.748707055,267.9045169,4762.767952,0
88,800,239,4.310163295,553.6571977,5344.118266,0
172,425,375,12.3894817,467.2839249,4035.251421,1
147,630,329,11.02695147,430.4404903,4309.733149,1
98,690,309,8.239623476,0,4641.29048,0
254,330,779,10.69178695,214.772443,4472.173604,1
433,840,99,8.013034913,0,5170.359715,0
216,525,175,14.51616995,225.0094909,3914.126741,1
139,540,169,14.02031772,271.0149269,3902.067221,1
255,370,29,5.609518379,270.5547111,4793.179907,0
111,275,425,10.95316309,246.1587612,4283.32147,1
365,925,725,5.781778078,757.7891717,4667.243511,0
303,775,825,7.817135223,529.0132321,4694.2653,0
43,125,825,14.4381937,1310.091695,4341.75263,1
274,675,275,13.0620474,243.120615,4236.986751,1
156,375,175,6.339173869,33.35978742,5428.867785,0
142,375,875,7.405359396,430.6448957,4618.85167,1
160,560,399,7.169024047,382.5913963,4509.499366,1
361,925,925,5.603873346,336.1268718,4823.770686,0
309,160,959,12.07154997,499.7141562,3861.725211,1
151,375,425,10.05420928,53.27198303,4468.122189,1
179,425,25,7.131836641,253.270358,5284.959347,0
339,350,69,8.299285736,184.7741183,4228.280475,0
257,70,309,7.447700231,371.557306,4280.420044,1
109,990,739,3.896488066,0,5380.646798,0
343,780,949,4.179341744,336.3459005,5251.79389,0
155,480,499,10.64008067,325.758303,4195.283995,1
119,760,549,9.061126567,470.6322705,4475.791918,1
446,370,569,7.042880791,385.8677603,5633.016254,0
50,60,249,6.634552695,0,4955.793706,0
342,160,599,8.133418963,360.9671895,4590.024959,0
355,240,89,7.519945191,386.2079633,4585.012566,0
243,580,339,9.673734935,594.3131145,4252.707878,1
110,275,475,12.88295288,712.5204263,4192.002192,1
449,530,179,12.27576334,316.8744594,4029.635628,1
125,325,725,11.93887703,263.5997749,3833.004241,1
75,190,989,17.36946569,166.9910885,3596.747047,1
251,625,425,8.090130644,666.1335802,5643.348375,0
6,70,809,11.85380943,1000.407774,4007.208164,1
323,825,825,7.796907539,71.46235177,4432.268204,0
209,960,189,5.934304846,0,5017.304067,0
162,570,209,9.696399564,381.3187801,4212.823261,1
362,925,875,6.247170862,464.5307588,4746.277327,0
70,175,475,9.438769258,928.0822986,4501.221898,1
120,470,509,9.882878598,676.6755831,4086.740874,1
82,225,875,10.40579541,0,4278.616501,1
112,275,375,11.86695534,237.527742,4368.207696,1
254,625,275,9.464680851,467.1098906,4287.948704,1
438,180,719,7.592348827,673.7784681,4681.138065,0
423,490,989,16.48448633,751.5167766,3629.938369,1
22,840,249,4.197333569,236.6161782,5067.684808,0
333,825,325,6.465085075,551.8146171,5273.562922,0
4,540,329,4.880128519,139.0418246,4203.776246,1
380,975,975,9.096835805,0,4588.989057,1
214,525,275,16.62017359,370.6181749,3972.253758,1
65,480,759,10.28752389,81.25816201,4188.659308,1
334,825,275,10.35804217,0,4161.015347,1
381,950,969,13.63426061,499.5582222,4302.19729,1
10,0,859,20.2763672,395.9669807,3565.811095,1
143,690,539,7.291175471,535.1526637,4417.595174,1
303,240,479,13.54730144,265.2073045,3949.45148,1
118,275,75,6.260711239,333.1265215,4543.333295,0
133,325,325,6.498134127,208.451818,4625.931394,1
63,175,825,12.75824203,246.2374186,4040.950981,1
74,790,319,9.608760526,0,4045.998736,1
42,125,875,15.21600725,584.4996264,4011.70546,1
287,725,625,13.03219805,199.2159469,4017.792156,1
168,425,575,6.555457076,721.3834209,4553.065586,0
18,25,75,15.25511089,482.6797045,3879.76845,1
170,150,869,14.81981703,638.9544673,4094.695121,1
162,425,875,5.53972323,219.9690029,5258.010541,0
161,425,925,7.670493365,571.2315732,5011.394635,1
154,375,275,10.82277979,709.6126694,4115.689649,1
497,790,919,6.369739158,201.849103,4747.443572,0
421,460,709,13.4277858,0,3841.91059,1
267,675,625,10.31560659,342.4503714,4136.021878,1
289,340,679,5.20214881,752.0543671,5047.4345,0
11,740,599,10.4552786,838.3325303,4228.318388,1
13,25,325,12.25488461,575.8878363,3949.134778,1
306,40,839,20.83583817,768.2306913,3658.135116,1
0,120,629,6.364757493,235.964175,4507.788883,0
280,725,975,5.949464998,389.5850467,4874.409548,0
44,125,775,10.66952213,532.8526044,4324.839723,1
462,940,719,7.339267622,599.3013141,4745.410611,1
182,475,875,8.41415762,529.592996,4538.634983,1
340,460,289,11.81690111,704.8698348,3985.106766,1
310,775,475,9.574817359,538.5029925,4291.929245,0
99,230,639,8.968800903,656.3434139,4522.487084,0
54,125,275,8.972821172,1020.826634,4042.089601,1
312,300,429,10.04506731,151.4158521,4328.952742,1
365,0,119,15.72769653,1083.388394,3907.003278,1
93,550,29,3.878610609,0,4976.465494,0
350,700,819,6.100355907,272.5904929,5565.687121,0
21,75,925,15.96162865,342.407772,3882.99206,1
390,975,475,9.175466852,219.0125551,4193.912938,1
139,325,25,6.452752455,509.1520472,4853.277623,0
272,120,29,12.44964761,378.5637276,3838.120167,1
337,410,469,8.135527229,363.9528964,4370.189134,1
210,525,475,11.89328483,344.3852264,4238.23315,1
214,440,189,9.240533675,1189.023923,4138.518766,1
19,25,25,4.619427187,411.9875226,5444.486169,0
55,125,225,7.437916873,570.3412799,4707.996769,0
191,430,459,5.409678987,760.8999093,4533.923896,1
10,25,475,10.50931459,480.362528,4577.791685,1
140,610,319,8.580123288,63.37768522,5037.539234,1
25,900,309,10.82982776,653.1084392,4009.474524,1
305,80,459,9.929170091,156.260681,4425.141783,1
360,160,349,10.04804392,180.4506759,4923.419575,1
322,825,875,7.469131824,207.6778876,4303.066597,0
67,175,625,6.437241228,521.8249523,4338.803608,0
290,725,475,9.885730966,54.37405952,4378.125173,1
141,375,925,10.376752,114.8360677,4267.010557,1
38,280,139,5.567761483,562.0661048,5021.43028,0
314,860,649,10.22815689,0,4247.860014,1
197,475,125,4.511310545,117.4995703,4852.943464,0
