,X,Y,Por,Perm,AI,Facies
280,80.0,369.0,15.191234305541906,469.18954451290307,3185.611819464478,1.0
343,875.0,825.0,7.938313969331852,0.0,5199.044710141495,0.0
390,975.0,475.0,12.237486024107486,83.0334915690899,3337.549662055343,1.0
1175,270.0,769.0,17.983800303130202,452.1292187410146,3250.68797266233,1.0
150,375.0,475.0,17.532140972998192,898.0766699205644,3231.257429644306,1.0
1556,590.0,99.0,5.843557639993014,772.6335718155449,5957.198782655524,0.0
1419,620.0,749.0,4.721001727835386,294.29618610039006,6348.86542898883,0.0
53,620.0,259.0,15.782640972755026,837.4001665988326,3088.2540903723916,1.0
1370,760.0,889.0,8.878066079407738,0.0,5384.570411165571,0.0
615,400.0,609.0,6.814920017425607,156.2325288647154,5523.672072616912,0.0
1389,130.0,679.0,8.660722876468078,0.0,5223.251308855691,0.0
163,220.0,379.0,15.56523502940063,712.7191446514817,3111.8453415877893,1.0
1513,580.0,679.0,17.50817967662237,596.9641924019407,2768.2011003434823,1.0
362,830.0,799.0,7.658229385911336,255.75342651375507,5510.439017324644,0.0
727,660.0,719.0,21.91893705366811,818.3516352816636,2592.033751163099,1.0
912,550.0,629.0,3.198800876360666,570.2748896099689,7400.229415341221,0.0
373,140.0,799.0,13.963666968071601,1019.681384302878,3258.7209019005286,1.0
972,400.0,689.0,14.36996478043986,773.8578225251372,3283.67278867914,1.0
289,725.0,525.0,13.026396381702549,594.312205695282,3254.295858381816,1.0
268,675.0,575.0,14.306683351830753,0.0,3037.49449381084,1.0
1700,150.0,929.0,16.46658688423187,687.1624842840409,3030.2847950150594,1.0
208,100.0,229.0,6.924152067541229,8.708700238573726,5510.548843144555,0.0
1215,140.0,369.0,12.960069467041427,216.3125971331924,3311.613485032728,1.0
1392,680.0,179.0,14.102678827848047,982.7635169090845,3064.6193501750213,1.0
1307,830.0,69.0,5.963128300298692,524.5497908977628,6210.190505088874,0.0
665,160.0,439.0,14.189397324942624,580.3600218946573,3082.1033581934166,1.0
344,875.0,775.0,8.302121015309446,157.89115497154197,5223.587457873469,0.0
725,710.0,839.0,6.657835977056283,195.8003061209734,5394.281552076775,0.0
870,950.0,399.0,13.201642266007246,739.0625935853791,3352.542506413602,1.0
180,620.0,289.0,17.512033894135065,680.0173114967486,2917.0200898805856,1.0
1678,560.0,479.0,5.537282348301114,391.46820981273896,5893.275507675805,0.0
644,220.0,269.0,14.680086124809108,732.4205212544334,3116.363947334576,1.0
244,625.0,775.0,6.969234959112453,0.0,5557.977737418238,0.0
1481,860.0,989.0,13.095663713769003,0.0,3469.306312649156,1.0
309,160.0,959.0,14.932613383173098,324.9672687025219,2983.906157853655,1.0
351,875.0,425.0,10.9857947937418,41.278977624173876,3224.437779670373,1.0
676,420.0,729.0,16.852001735316698,253.25574758014767,3077.311184461474,1.0
493,770.0,319.0,20.474449275992555,212.07219906913224,2775.212619398944,1.0
170,150.0,869.0,15.733873222089517,745.5047271003134,3141.6041574897686,1.0
94,225.0,275.0,14.38918301024981,997.8328577664267,3269.676052104822,1.0
643,60.0,109.0,12.17815828090096,367.0009331397951,3360.03232669535,1.0
598,740.0,209.0,5.842634950531628,216.27010013932522,6455.855174661899,0.0
1043,230.0,469.0,14.170292422491448,192.91522334868034,3253.4048142192255,1.0
468,800.0,729.0,14.855701088465374,623.8405296824537,3120.7431005564486,1.0
1735,990.0,649.0,16.901211933549757,713.0775212668624,2954.6326632135856,1.0
874,770.0,839.0,8.152738484769996,426.4826521555572,5179.834647398857,0.0
1846,870.0,139.0,6.250315816983627,0.0,6136.829559018967,0.0
25,75.0,725.0,7.365353170260812,148.4068708536738,5708.264788612526,0.0
1472,900.0,179.0,7.598815636253638,211.72252066915541,6012.589355974742,0.0
509,440.0,799.0,19.075339224688665,704.1053633106854,2783.8613217064203,1.0
370,350.0,639.0,6.466546201587107,0.0,5677.74583276413,0.0
399,670.0,329.0,6.242201520241616,0.0,6165.174526920268,0.0
807,590.0,659.0,17.642886725006306,539.1008746415058,2780.769036866105,1.0
1934,710.0,79.0,4.745080892146762,0.0,6265.39213822358,0.0
497,790.0,919.0,7.037300299084666,8.649508736749254,5600.945728062652,0.0
400,320.0,59.0,8.151469645514759,291.2024097327891,5358.200408461187,0.0
1712,80.0,919.0,15.315974900081583,401.53035991377646,3227.103889198259,1.0
1595,400.0,379.0,16.997955926116596,579.3583547375382,2980.7617895374296,1.0
71,175.0,425.0,15.854520289067727,423.91897719767803,3290.499452277869,1.0
1020,70.0,429.0,14.961227857096691,323.1409999497995,3307.457714307874,1.0
1403,420.0,109.0,4.763705082252555,551.3910576292797,6515.682259420615,0.0
1008,90.0,919.0,15.395224230351658,384.26072180308336,3058.4481053520317,1.0
437,440.0,459.0,18.042796862477342,286.51320672960827,3034.825489367708,1.0
1935,530.0,619.0,13.64323028006963,807.1457382889802,3324.755172009158,1.0
828,990.0,589.0,22.452442705532693,434.34172604497485,2721.800656427355,1.0
1885,590.0,209.0,14.745685127557262,143.34043843755933,3153.209114232726,1.0
1313,210.0,349.0,17.6101584023584,918.4615434001338,3101.802336299079,1.0
371,925.0,425.0,13.89222483158416,508.83549556273545,2976.1910146178707,1.0
215,525.0,225.0,14.905493824404275,716.3617335313198,3070.9843810798357,1.0
1201,460.0,609.0,3.9890151188135343,0.0,6373.616701194214,0.0
1138,240.0,769.0,16.29145510204925,836.4630438664794,3130.526667985187,1.0
368,360.0,219.0,5.628418692284867,198.62500146194986,6082.98571223667,0.0
570,160.0,529.0,13.233015106051406,739.5398186621755,3455.0186868391334,1.0
1384,120.0,209.0,6.847368230425115,156.7502042248225,5411.191687088825,0.0
138,325.0,75.0,8.267281183239763,870.4699953182205,5315.783144991542,0.0
370,925.0,475.0,14.329854977019552,603.1959263493209,3312.4174746537174,1.0
1616,800.0,659.0,19.210940857821505,679.6304598207472,2656.383703724157,1.0
419,940.0,619.0,20.38692100424906,718.6553912643178,2797.086074595769,1.0
1955,370.0,229.0,17.13916181879612,409.6414576655985,2920.387338966593,1.0
574,340.0,969.0,17.644011004167577,910.5610246951921,3117.706215431407,1.0
1098,460.0,769.0,17.951537095983923,446.52921682111634,2922.6142108709428,1.0
360,160.0,349.0,16.446519446476138,476.51949289995537,3294.071927391882,1.0
361,460.0,299.0,14.267668243336178,98.76388307211283,3002.1277720969674,1.0
298,860.0,189.0,6.466185019256521,0.0,5894.595167196479,0.0
327,825.0,625.0,18.597222364121553,566.6761429720838,2957.7392559787654,1.0
179,60.0,219.0,6.475430625759265,387.3350628533331,5421.041273224492,0.0
1738,580.0,269.0,12.877903724927341,0.0,3200.623158205234,1.0
1714,390.0,89.0,6.2559827387480755,0.0,5564.203110927545,0.0
925,390.0,329.0,17.49053049681911,1109.967979349314,2876.738431580141,1.0
521,830.0,529.0,13.876926906912722,414.7976239722327,2944.566123644741,1.0
1652,250.0,729.0,4.587257274019915,3.0669979205044484,6398.77261865621,0.0
374,925.0,275.0,17.194028656476835,461.80058637275823,2901.2022086788097,1.0
1802,890.0,289.0,15.236979501177284,609.6932190592272,3205.144101203619,1.0
1845,960.0,479.0,11.524045964031496,522.8048796897001,3466.4137942095526,1.0
952,880.0,889.0,8.409920963660117,341.0235958079557,5318.350499272484,0.0
921,230.0,719.0,6.770415914790922,307.9469708274014,5721.953451708435,0.0
1145,830.0,829.0,8.871891687736678,0.0,5243.5885739862015,0.0
572,990.0,619.0,18.415399806757495,505.21206072988485,2960.7587272511305,1.0
354,140.0,479.0,15.464189594713732,570.4334221548298,3138.9544200846435,1.0
101,275.0,925.0,17.338783099589058,452.67764724583026,3110.6764355293126,1.0
1067,650.0,459.0,6.160511988677111,9.54450153890565,6139.781767433496,0.0
1719,620.0,359.0,16.132618831526873,340.837135745341,2744.6117078219413,1.0
508,870.0,579.0,15.230016241512981,2.1831960489511175,2884.825882375887,1.0
300,510.0,939.0,8.395742897538051,356.4140405747879,5826.296068412095,0.0
47,125.0,625.0,7.871593364255011,286.0469766458557,5264.084143088266,0.0
305,775.0,725.0,19.112831662414212,249.41740709869129,2904.4746567206844,1.0
1476,730.0,359.0,4.90573654913988,198.4391885469352,6235.248425252118,0.0
1875,820.0,419.0,6.379464546978783,0.0,5846.730691450708,0.0
1233,780.0,639.0,18.786428914809953,1126.4696308189832,2756.604265163613,1.0
21,270.0,429.0,17.158385581970865,424.9537270744198,3047.3850281440923,1.0
90,0.0,849.0,11.712228508289112,477.2761566693438,3448.838935669742,1.0
39,75.0,25.0,13.297694365818472,588.4961805595386,3241.724602325575,1.0
1170,670.0,539.0,12.151191479381307,733.3231669166221,3502.8797729149255,1.0
809,250.0,359.0,19.135969401525976,649.6618174245291,2727.6355986769818,1.0
1321,770.0,859.0,7.789546290128921,0.0,5452.087109367089,0.0
449,530.0,179.0,13.124319652061278,570.2734154546274,3335.0762815808985,1.0
1850,230.0,829.0,16.732608691613052,262.1247637257295,2904.6034577311766,1.0
533,560.0,329.0,15.788554639401111,348.15758292374915,2842.4577340690244,1.0
701,790.0,519.0,12.357118372639306,917.7449907795133,3244.7330218727684,1.0
388,975.0,575.0,18.95537139359491,740.518902055229,2707.679375592401,1.0
1553,640.0,449.0,7.859141985908023,224.59077202148023,5804.291462302892,0.0
1550,560.0,919.0,7.226275388137971,849.1693577419851,5535.086102851871,0.0
1184,570.0,339.0,16.480610253111344,530.4963506071686,2895.821503866542,1.0
1531,730.0,729.0,20.39634606735676,188.76094205617085,2896.472267822342,1.0
490,850.0,889.0,7.7783009504602365,134.14146666847088,5411.944291306258,0.0
1015,880.0,619.0,21.17952213377616,1502.9208141206122,2686.4040412226377,1.0
142,375.0,875.0,14.582025724785014,1009.8384242127606,3066.346162045703,1.0
187,700.0,279.0,7.2314377209034575,0.0,5763.677185618622,0.0
1200,180.0,569.0,6.318080500863126,0.0,5741.699232892833,0.0
393,400.0,909.0,5.629099946046292,169.76682522748592,5547.677406874869,0.0
599,710.0,49.0,3.6419161805326565,105.55322655974847,6740.221847097528,0.0
416,310.0,919.0,15.319284289166863,966.5140376996688,3152.4039482039443,1.0
1693,540.0,69.0,16.31524976414439,969.0085162642408,3140.5476824957964,1.0
1799,830.0,679.0,19.971763702079457,1070.8403283887158,2707.9429023928183,1.0
1002,440.0,759.0,17.30717507504496,724.8838361392407,2881.175009003492,1.0
547,490.0,659.0,5.139244290283289,390.83381576816925,6076.464370498959,0.0
191,430.0,459.0,15.916339323274178,202.97231932798616,3132.016900939033,1.0
1223,150.0,349.0,16.064036624814,372.7501804865465,3279.3065208730263,1.0
968,300.0,399.0,20.027768829779163,575.8230332388788,3011.408666234221,1.0
346,880.0,459.0,13.42183716898198,715.0932166279119,3289.1784054003115,1.0
1221,890.0,559.0,16.7014632758182,743.5721677509239,2865.1760048345227,1.0
14,690.0,529.0,12.158191974656209,56.42475774509336,3475.845527455254,1.0
1410,520.0,349.0,14.773429861474611,309.63462626046316,2854.1497552262354,1.0
995,380.0,699.0,13.986285434284385,674.8952333091434,3169.0557090016982,1.0
1860,540.0,699.0,19.739333631600807,601.8777812733227,2910.2703346005533,1.0
887,780.0,279.0,5.734535284315729,357.16554424084063,6630.880532458098,0.0
1039,20.0,319.0,17.14683571223908,0.0,3170.98999081023,1.0
1244,710.0,689.0,21.60924337289449,202.62420532228475,2590.0954271431856,1.0
1012,280.0,399.0,15.541208070157296,596.6309822863934,2861.7124153793934,1.0
87,225.0,625.0,9.362477483496969,297.2996961277319,5136.291672732383,0.0
1568,540.0,809.0,6.125302477509442,294.28589710880397,6024.638909141799,0.0
1605,530.0,999.0,17.109497149872556,483.8100272607292,2832.745289496166,1.0
796,20.0,389.0,12.052576302021356,335.9245734313834,3368.814618357178,1.0
1055,150.0,989.0,16.533470234142982,135.50401651892747,2894.215704706744,1.0
736,470.0,689.0,14.404739993993706,917.1117821941995,3081.5740769741665,1.0
307,775.0,625.0,19.96169302213449,422.75300120784215,2696.2870377280533,1.0
1815,770.0,549.0,16.840813656027063,885.5300799450833,2906.4663801872593,1.0
1534,260.0,839.0,16.052047734451577,461.43385199840645,2939.6204410364626,1.0
1600,490.0,259.0,14.14663536754816,748.3531173134148,3170.6181780343604,1.0
654,210.0,669.0,7.073977823988656,0.0,5624.78740874999,0.0
1226,140.0,109.0,15.41091770375271,325.42256617901336,3037.91897015864,1.0
1617,980.0,919.0,16.292895062074304,314.325881102709,3295.3815376806365,1.0
1069,940.0,609.0,22.1881951221108,816.4657187694447,2638.517879887568,1.0
1946,90.0,19.0,16.015471495165094,532.2559148889171,3286.0910638630335,1.0
1149,770.0,359.0,6.455127356919688,622.4506994342205,5907.624288256718,0.0
79,175.0,25.0,12.468712177493833,323.63060407155604,3307.9007874719864,1.0
1996,680.0,659.0,22.69167655292747,579.8416982161826,2555.1878750497667,1.0
1624,30.0,349.0,15.675273962683942,307.5773100329467,3085.2820312935896,1.0
1036,830.0,379.0,4.869877762439971,0.0,6648.6559286554275,0.0
1183,390.0,919.0,14.121943920849244,627.069893599161,2995.462223514756,1.0
118,275.0,75.0,8.106839652282945,0.0,5217.527426342225,0.0
1933,530.0,439.0,19.484202242411598,434.90936187459187,3099.803122812425,1.0
967,650.0,679.0,21.98004115678731,866.1947568061516,2685.0086941691734,1.0
1944,30.0,679.0,6.546083695910706,28.73090449664791,5787.442431124706,0.0
1385,960.0,949.0,14.05922163311468,299.16446404923926,3228.730845945402,1.0
320,910.0,519.0,13.951677989249676,625.9349271029897,3202.111096859306,1.0
577,230.0,789.0,15.756653825018859,367.74714200820193,3124.9369133917676,1.0
17,25.0,125.0,14.099590003701364,590.0298945761446,3397.2956265773455,1.0
586,420.0,979.0,18.018455900259777,1525.9893445002956,2911.5231822780215,1.0
789,810.0,219.0,6.32456156989716,152.92985739023948,6208.7511261490745,0.0
1449,230.0,19.0,7.764171860378376,305.8488884460506,5380.412608957184,0.0
1359,190.0,249.0,6.429189325165656,597.5030069510858,6018.64404825855,0.0
1078,450.0,709.0,18.306628271141854,792.2696512016836,2882.859444217606,1.0
724,180.0,369.0,14.45354379836342,285.92217321966797,3347.6666254109196,1.0
1165,90.0,709.0,7.616260244468186,177.6952921968957,5679.6870398023,0.0
1238,550.0,349.0,16.899255468489216,250.42209387799227,2761.0720539096887,1.0
1051,850.0,409.0,6.397256324739645,400.88867794339814,5890.194007251208,0.0
1648,890.0,889.0,7.851551510435111,231.04141907354722,5720.290367488566,0.0
1699,930.0,309.0,15.874969070604731,753.2638410200866,2938.2713351735692,1.0
5,25.0,725.0,8.52112875203738,178.35305356385805,5562.819949500458,0.0
647,90.0,429.0,13.973621305248106,82.76040236663829,3433.1396434438693,1.0
964,160.0,989.0,18.009808647053497,557.7057229433343,2732.1803920960397,1.0
82,225.0,875.0,16.85325555247688,961.4072727546298,3068.9185661926526,1.0
1386,510.0,849.0,22.201019155979726,1086.3926027064904,2684.0778339391836,1.0
396,975.0,175.0,5.726877695070057,461.72165243992043,6167.349636202736,0.0
435,770.0,469.0,5.331540050091567,246.7134731911432,6188.114126355888,0.0
430,10.0,739.0,9.042667659149144,208.66542731788343,5534.80670669213,0.0
1731,0.0,99.0,12.184669451613416,363.5414419050651,3389.3752055586806,1.0
158,720.0,509.0,4.136599109225558,0.0,6653.2032109857455,0.0
732,660.0,439.0,7.560533248348685,749.7541350740382,5768.518872257362,0.0
1371,890.0,529.0,15.09605414009193,353.40904611876965,3049.666769554709,1.0
123,325.0,825.0,17.359956607734997,737.8044326677955,2851.608311291654,1.0
308,930.0,899.0,5.612477131686532,242.2060367475416,6007.354235385045,0.0
1956,370.0,219.0,17.76922862696243,360.2734009785484,2754.7337522046496,1.0
1327,820.0,729.0,16.257937311212476,12.07703455423109,3226.56798356134,1.0
1716,650.0,879.0,7.304635642862389,412.93452075700793,5484.080632093015,0.0
782,670.0,569.0,11.90521771197032,298.6037489267216,3186.9337464674895,1.0
612,870.0,679.0,20.144053190827563,487.33128702978433,2918.0554988057493,1.0
1690,0.0,799.0,14.08943545311808,0.0,3442.3146420257394,1.0
1235,700.0,559.0,15.213281669993975,662.8938809236006,2923.327807644076,1.0
1986,30.0,159.0,8.541290293113834,496.6943067854895,5234.124186990875,0.0
285,270.0,599.0,8.263803516818164,429.34062015129194,5333.716962222696,0.0
1180,120.0,319.0,11.930718483432258,616.9840756030221,3478.705936630469,1.0
1026,180.0,29.0,13.390511925764752,675.8758571465855,3258.2863932518544,1.0
808,990.0,699.0,15.582204712960257,468.60625818462677,3166.815204117217,1.0
862,800.0,9.0,4.60716552308433,169.55462810640233,6909.978084491432,0.0
1097,500.0,319.0,19.007834235079986,670.9455726894702,2983.753142247321,1.0
800,340.0,869.0,18.35851340104963,497.8772398629549,3004.379088879225,1.0
1083,920.0,629.0,21.06582050705006,730.7674631981712,2659.578491914608,1.0
992,300.0,949.0,17.733981463781713,561.8776681045077,2953.664440284958,1.0
1787,280.0,689.0,6.690379077465831,365.7344367425152,6034.487548001288,0.0
309,775.0,525.0,3.992011049759154,437.1160961429795,6465.772681481118,0.0
8,300.0,719.0,15.146800934976884,1051.2616968359678,3232.5741523666634,1.0
189,270.0,359.0,17.60140297971407,325.1331996686784,2948.681550442929,1.0
933,890.0,619.0,21.82903820729157,231.17925888560166,2662.260318333894,1.0
1093,200.0,459.0,17.494576142022183,545.3890247704584,3084.777141947048,1.0
394,975.0,275.0,14.211360211418627,153.02478910223022,3135.1777389658228,1.0
698,830.0,579.0,16.266675224100805,449.2180769258165,2932.7947546756304,1.0
471,230.0,239.0,5.89556406381365,0.0,6010.341640100731,0.0
1574,650.0,699.0,19.46659083650879,1354.2364016962022,2691.598020426965,1.0
385,230.0,579.0,8.302540310805433,727.9740880414681,5822.241657645313,0.0
1437,580.0,669.0,17.90239952397836,660.0093296386644,2773.4819723167416,1.0
931,260.0,629.0,8.647159813105795,391.24832180446333,5163.493088394982,0.0
1597,220.0,839.0,15.33870531381166,502.916670510021,2997.653330020456,1.0
1414,850.0,469.0,13.751469743018198,234.6075666944836,3098.4374979941094,1.0
1,25.0,925.0,11.916680248434496,233.768776911246,3285.6152994484783,1.0
552,310.0,39.0,8.294385660482561,136.03363992235444,5322.116644603779,0.0
1297,410.0,269.0,16.938815680208396,0.0,3164.9981046748494,1.0
502,210.0,279.0,16.809973328775776,745.2740039230184,3111.6153167319867,1.0
304,775.0,775.0,13.865557000506405,593.6644203040715,3285.920678726776,1.0
1640,910.0,619.0,20.852697259462246,589.6430304943141,2700.8988056065527,1.0
1044,390.0,299.0,15.831241955199811,10.260670656276318,2980.570287088111,1.0
382,340.0,669.0,5.004226976676549,202.2167678294563,5935.272468667823,0.0
1294,740.0,559.0,15.96036138542714,154.88343472647358,3019.2290880178525,1.0
