,X,Y,Facies,Porosity,Perm,AI
38,1505.763471,3507.297132,1,0.168305672,33.44437861,3811.131881
39,1500.129803,2506.094187,0,0.177064994,27.12723669,4280.471029
40,1506.406624,2006.825829,0,0.149399992,4.687625273,5576.114671
41,1508.539956,1509.496606,0,0.124888151,0.888011329,4800.253056
42,1501.58053,1004.403154,0,0.136246087,1.027307224,5089.985356
43,2007.550287,9502.872264,1,0.246607938,1976.730793,3303.574717
44,2001.017813,9004.522164,1,0.227732389,615.2127248,3100.961761
45,2008.013245,8503.548207,1,0.202796307,200.3219187,3156.747696
46,2008.975281,8005.23034,1,0.205297948,31.7219665,3121.864897
47,2002.216189,7505.454703,1,0.210437984,55.96875587,3109.522586
48,2002.859879,6504.565672,1,0.20723509,233.245854,2750.585249
49,2002.053544,6008.387577,1,0.212881393,1116.932472,2171.451364
50,2001.142194,5503.916781,1,0.222079234,1102.265361,3059.187004
51,2002.548104,5003.638008,1,0.228811139,2111.792845,3272.459578
52,2000.489299,3505.605572,1,0.191573774,223.6266784,3456.899706
53,2000.225372,3006.377734,1,0.192971536,91.64087981,3398.446605
54,2005.659946,2508.340191,1,0.188043474,57.80478382,4997.078597
55,2001.425938,2005.427607,0,0.167207303,51.9881325,5046.736113
56,2009.627248,1506.002296,0,0.167124791,3.042590288,5500.997419
57,2003.463584,1001.827367,0,0.160488633,0.544850682,4626.959354
58,2502.643168,9507.119801,1,0.23762099,976.5282293,2553.448249
59,2502.736927,9004.048366,1,0.212163691,1724.530466,3789.390381
60,2505.824609,8503.893318,1,0.220255137,1531.10176,3887.766355
61,2509.25526,8008.290994,1,0.211504867,193.7208291,3614.326891
62,2503.492385,7505.183395,1,0.214453009,180.9970501,3540.687271
63,2504.395424,7002.273604,1,0.197276727,25.32991442,3900.807008
64,2508.958413,6009.670285,1,0.206378419,332.8743683,2747.311502
65,2504.75828,5506.013062,1,0.191565499,76.84052469,3670.457907
66,2506.87735,5009.392515,1,0.18786517,156.6475781,3384.33122
67,2509.282933,4000.852293,1,0.191297183,1708.699497,3356.147947
68,2509.774206,3504.785996,1,0.220646314,1560.083777,3158.288823
69,2500.824996,3000.423736,1,0.20704921,913.7923332,3212.200147
70,2503.843517,2508.196133,1,0.226801969,424.7668345,3508.601491
71,2506.34553,2006.484723,1,0.18313958,99.75551186,5257.846464
72,2501.62024,505.7939198,0,0.139636894,0.347182421,4747.274043
73,3004.65648,9500.978298,1,0.252771996,7452.343369,2862.446918
74,3000.330738,9001.40947,1,0.229985945,199.0328884,3389.260915
75,3000.298381,8508.858398,1,0.252973661,2393.98682,3154.583759
76,3004.103376,7505.668926,1,0.21603737,57.11590308,3625.314978
77,3006.250283,6003.491117,1,0.193968714,16.07107277,4055.690007
78,3002.545359,5503.339686,1,0.187114279,493.364633,2093.073315
79,3006.178885,5006.67383,1,0.18545641,102.1763461,2043.342445
80,3002.841026,4009.693848,1,0.212309662,944.0590159,3170.746051
81,3003.768745,3508.53362,1,0.214420158,974.4291344,3240.66814
82,3002.546935,3001.746195,1,0.233066865,1166.410071,3349.213274
83,3007.025785,2500.572067,1,0.229069001,266.2900944,3549.494634
84,3006.946659,2000.137601,1,0.222002353,657.6519437,3984.447933
85,3004.386727,502.1504399,0,0.133850986,0.064230808,5121.793359
86,3500.316712,8509.49704,1,0.236465076,2811.547236,2835.653386
87,3508.258175,8001.037164,1,0.228712674,549.070481,3385.130706
88,3501.976835,7501.462389,1,0.241048166,4144.097217,3892.353633
89,3501.930695,7004.299687,1,0.220246682,100.6178583,3558.981179
90,3500.218164,5507.309024,0,0.178444155,9.529819965,3057.189525
91,3504.509649,5006.182926,0,0.157522957,298.1846022,3175.524
92,3503.948076,4001.715604,1,0.20814796,158.5369205,3132.239192
93,3502.93239,3003.727488,1,0.218955668,729.212523,3172.417179
94,3509.593748,2501.872007,1,0.261090681,3253.574281,2955.654361
95,3504.701533,1502.033669,1,0.209565248,547.216936,4682.008925
96,3504.86361,501.3168749,0,0.166259777,3.264497534,5016.841662
97,4006.878874,9509.880839,1,0.212607643,176.8717806,3815.266293
98,4001.578645,9006.607492,1,0.24146844,560.6689466,2951.99967
99,4001.559916,8000.71617,1,0.197763662,241.1937695,2847.644433
100,4007.118289,7003.654132,1,0.211023086,863.0091436,3887.674541
101,4000.75756,6000.961846,1,0.185463231,3.072668203,3179.300078
102,4007.920602,5004.698817,0,0.151349605,28.78539621,3459.016173
103,4004.66915,4505.184473,1,0.16689673,119.5929094,3487.055683
104,4003.979153,4000.110554,1,0.202011373,285.7116056,2718.75376
105,4003.820665,3003.664545,1,0.209144375,666.6077696,2858.402325
106,4009.704069,1007.2195,1,0.221983248,849.8457325,4040.037333
107,4001.223452,507.5238411,1,0.217573595,8.663589003,4320.808591
108,4507.561606,9509.186433,1,0.172777011,2657.747935,3231.851229
109,4501.002985,9005.277283,1,0.187649777,109.5273854,4364.407703
110,4509.196068,8506.836154,1,0.182970683,245.1556474,3419.049052
111,4501.599546,7504.551697,1,0.200436271,136.6617659,3786.782856
112,4509.085507,6507.026677,1,0.191235702,102.6170326,3653.686412
113,4505.405986,6003.568794,1,0.157396306,1.064601408,3509.167703
114,4506.150913,3502.006794,1,0.195551798,133.0552476,2173.09907
115,4509.511342,3006.785446,1,0.186886709,142.1900805,3581.521491
116,4507.706566,2501.353681,1,0.197393223,320.1290571,3717.849645
117,4505.807416,2007.701867,1,0.19325516,353.8735037,3260.000608
118,4501.432824,1502.994827,1,0.201052011,32.85335937,3766.872859
119,4506.864358,1001.361144,1,0.222058426,24.33761097,3990.629874
120,5002.074149,9506.517044,0,0.166848096,44.77342415,3967.324797
121,5002.22832,7501.430775,1,0.178758934,215.1304369,3433.169829
122,5007.411612,7000.045884,1,0.180957892,169.6817913,3958.481242
123,5003.497749,5501.518937,1,0.180027141,1.851958762,4253.760055
124,5001.515764,3505.894143,1,0.179862215,403.5107421,3068.056979
125,5002.848321,3003.558484,1,0.197641167,78.75366979,3797.356403
126,5005.549496,2507.342652,1,0.164522209,261.503893,3374.006413
127,5001.795197,2003.144537,1,0.184411102,35.97195565,4334.550919
128,5004.492978,501.9442798,1,0.186649722,11.41789945,3555.019191
129,5502.960122,9508.243715,0,0.159065948,1.494321812,3852.944428
130,5500.141609,8507.634802,0,0.176174113,20.94725044,3982.173059
131,5504.369765,7008.01046,1,0.175937395,26.88647601,4307.308937
132,5501.502139,6001.014839,1,0.189850573,23.5718312,4375.48898
133,5506.763446,5507.500329,1,0.197097474,22.89339777,3268.426512
134,5508.007516,4007.743036,1,0.203306698,40.96727528,3587.675976
135,5502.569374,3005.906361,1,0.185576423,80.14577658,4103.69177
136,5507.827576,2005.57022,0,0.158777188,11.37236098,3867.801325
137,5507.732681,1509.315839,0,0.153386365,34.39316758,4223.516983
138,5505.730377,1003.619037,0,0.134804447,9.089181477,3850.071061
139,6006.462528,9502.714756,0,0.156272941,6.708429551,4023.172527
140,6002.446909,8501.531553,0,0.165832048,108.4885825,3630.433593
141,6002.403131,8004.028143,0,0.176697708,16.53715983,3888.213934
142,6002.700286,7509.639997,0,0.162694606,5.765041178,4268.560736
143,6001.366269,7001.433297,0,0.164897718,16.32000046,4496.831504
144,6006.84083,6509.355963,0,0.172034151,15.15928545,3327.828531
145,6008.178092,5008.838376,1,0.165063633,5.456382944,4755.56354
146,6004.153876,4505.324339,1,0.192132103,5.701592812,3669.254559
147,6003.256387,3006.773515,0,0.182254116,95.61214814,4346.803141
148,6009.596137,2500.547435,0,0.170066495,32.77266332,3564.796765
149,6006.540639,2000.596404,0,0.167729686,15.70961077,3116.440217
150,6502.877243,9505.913561,0,0.179750305,4.35155462,3585.250879
151,6505.505816,9004.17701,0,0.153557586,12.7188198,4204.675439
152,6506.663861,8503.732775,0,0.146179545,11.87248075,3465.512666
153,6501.957812,7507.101145,0,0.170731917,10.72056039,4535.625583
154,6503.789732,6501.475585,1,0.191080512,7.224300547,4064.32528
155,6509.345116,6009.191944,0,0.172076804,10.77673216,3935.857831
156,6508.980501,4004.376423,1,0.161669536,1.670732064,3500.858686
157,6506.721837,3500.700513,1,0.199919083,4.85332152,3846.067893
158,6507.785206,1003.840064,0,0.133133128,0.632452481,3301.746615
159,7001.762415,9503.847194,0,0.167316102,4.66032574,3088.482947
160,7004.182609,8008.979389,0,0.155425833,1.704975735,3964.155071
161,7007.254129,7003.186885,0,0.158722021,28.10339224,3930.783921
162,7002.190407,5009.73512,1,0.172378035,19.84403443,5117.542671
163,7006.031253,4503.670666,1,0.176253661,92.09272966,3648.208652
164,7005.939704,4006.564865,1,0.18533832,0.643038867,3771.33133
165,7000.303774,3501.040819,1,0.182842896,0.436401444,4002.61738
166,7003.700867,1001.134171,0,0.145398165,9.315480335,3768.984284
167,7006.3051,502.1280053,0,0.149397391,0.389722947,3830.66777
168,7500.375867,9509.698073,0,0.187601138,0.86750513,3850.275399
169,7509.943399,9000.877829,0,0.183132236,19.83183772,3835.932833
170,7505.544296,8006.189696,0,0.172825463,13.91331319,4093.346503
171,7504.259251,7505.204162,0,0.140460198,1.947718966,4552.38909
172,7503.968113,6005.182937,0,0.172390587,0.180103625,4033.647185
173,7508.932898,5500.066682,0,0.157177009,1.859946258,3686.720378
174,7509.776204,3007.872042,0,0.155130019,2.209346058,3921.518773
175,7503.753768,2504.054922,0,0.165048928,5.142072409,3449.682648
176,7508.852394,2004.070367,0,0.165743699,25.65907368,4035.308621
177,7509.438872,1506.825169,0,0.18170897,29.82121951,3967.270225
178,8003.428169,9002.879628,1,0.17548268,1.301267081,4093.126529
179,8002.786758,8507.277782,1,0.170058603,4.766089683,3790.391684
180,8006.241778,7004.694723,0,0.155758737,2.824457387,3393.538904
181,8007.756828,6002.711233,0,0.14559802,2.663393797,4833.381055
182,8009.881927,4509.22265,0,0.154328741,19.16654335,4339.104781
183,8005.044702,4008.954367,0,0.163602909,6.283246369,5033.241973
184,8001.939646,3506.116045,0,0.16355713,2.883234246,5816.308077
185,8009.229029,3002.140657,0,0.175493291,0.706681237,4173.112711
186,8005.028263,2008.414629,0,0.140474843,12.3603497,4051.568471
187,8001.350099,1509.711697,0,0.163727105,15.37517282,4434.610621
188,8000.933456,1004.555008,0,0.159658003,6.493356229,4252.198569
189,8503.230107,9000.878011,0,0.16231756,0.909002256,4437.917374
190,8505.149746,8003.29605,1,0.170724664,6.491360421,3208.834087
191,8501.824074,7504.175738,1,0.192142418,28.21592697,4195.695085
192,8503.499575,6505.462513,0,0.147091624,1.002659261,4347.079417
193,8509.998701,4505.923775,0,0.124696494,4.049524577,4742.003746
194,8503.239922,4007.928087,0,0.146599531,13.09171001,5461.526525
195,8504.754404,2508.36259,0,0.16685384,0.237288844,4943.183445
196,8501.363938,2001.287018,0,0.157012728,2.073137024,2660.776406
197,9008.669625,9507.021677,0,0.117561964,0.005775512,4811.523273
198,9006.175779,7005.78906,1,0.200870166,7.100999307,2867.115469
199,9006.256387,6505.857517,0,0.198044432,19.26104703,3919.373433
200,9000.048086,1509.13825,0,0.168248326,11.96039761,3813.149422
201,9000.379166,1002.252095,0,0.182132627,15.01089334,3959.806726
202,9507.075107,8500.971096,0,0.137473232,0.011516259,3882.946913
203,9508.495797,8006.970604,0,0.143415663,0.205619137,3541.207234
204,9508.439802,7004.345768,0,0.17671087,15.57976,3007.662769
205,9505.002449,5505.988041,0,0.175718172,12.28836617,4241.960964
206,9503.173447,5005.243463,0,0.134907668,23.31240649,5452.845522
207,9504.926542,4001.274872,0,0.148569985,6.727015328,6194.573653
208,9507.018876,1503.205456,0,0.139501451,0.22834372,4382.582983
209,9508.489207,1007.954909,0,0.15426953,0.988276773,5026.619486
210,3605.653299,3097.403525,1,0.233895354,448.5193241,2386.160099
211,3707.155948,3097.144984,1,0.222069628,3223.706886,2733.143175
212,3801.768217,3099.892933,1,0.220805053,2643.894904,3365.569942
213,3501.2276,2990.297518,1,0.25261728,340.4287986,3183.409332
214,3709.228269,2993.985877,1,0.221288178,502.5489533,2545.50264
215,3508.820302,2890.898181,1,0.256114307,2400.619387,3213.133445
216,3602.585978,2899.086291,1,0.255234678,982.5505928,2995.948863
217,3706.266489,2890.745392,1,0.234574317,596.2215914,3098.542624
218,3805.932742,2890.064736,1,0.232963595,571.9846732,3011.915761
219,3502.514062,2797.30663,1,0.25216213,1990.144723,2976.171495
220,3602.969094,2793.908711,1,0.244429225,994.4012357,3623.815293
221,3703.157904,2792.724193,1,0.233521587,1743.721356,4045.166795
222,3803.85368,2799.856476,1,0.206776076,368.1885832,3877.474582
223,1606.527305,3996.359863,1,0.20307907,171.4118877,3070.115345
224,7704.732135,8893.438203,1,0.168688846,7.677679698,3301.002523
225,8609.098145,1193.635604,0,0.139037057,9.471408684,4222.823142
226,103.4613084,3695.121384,0,0.149147147,1.377839263,5325.792919
227,2901.018875,9598.637114,1,0.246590441,2889.531391,2550.250538
228,4702.1582,5093.660089,1,0.182073783,0.477826734,3693.910065
229,8504.590636,4993.580067,0,0.144953547,0.413672012,3837.390245
230,8904.739018,6991.282595,1,0.200799421,4.39727516,3892.985381
231,5300.17506,4899.642598,1,0.18543037,3.200898935,3448.780463
232,3.291422436,1695.702134,0,0.179045245,15.12205046,4852.466307
233,1309.025587,7098.023101,1,0.214325592,133.9169758,3131.736016
234,2704.753068,5096.732656,1,0.204286039,128.5916721,3294.090598
235,3708.922192,4095.186635,1,0.196763805,97.81208542,2760.081686
236,1400.401051,2397.373625,0,0.153481974,2.702985222,5175.697072
237,8109.75844,8591.981867,1,0.19363081,11.74542577,3554.359779
238,2509.040241,599.8761549,0,0.139636894,0.347182421,4747.274043
239,3104.543242,6891.719429,1,0.196826784,39.21743908,3651.671482
240,1205.547502,1595.375113,0,0.133200703,1.667653317,5600.152811
241,3909.7462,4599.615574,0,0.173561597,74.90474418,3203.402805
242,7109.491788,3591.667732,0,0.175965982,1.434899043,4577.316689
243,600.6355045,9995.745011,1,0.195141181,505.3374453,3708.637805
244,8107.133729,5193.752651,0,0.13122968,0.199946814,4726.319854
245,3602.130247,6790.989076,1,0.200083637,4.379737328,3754.688175
246,6403.041437,7294.524399,0,0.17391777,2.978732898,4707.763858
247,8107.836545,7293.02688,0,0.17053987,1.472886747,3449.547058
248,2706.438351,8893.232329,1,0.239973696,1277.523894,3620.413328
249,7806.868747,7894.22026,0,0.161904638,4.459897912,4667.464436
250,5305.146089,3795.810185,1,0.206372667,356.3843985,3975.751369
251,4103.48751,2298.339333,1,0.220909406,3758.15798,3589.361619
252,2908.580687,1397.725936,1,0.192573919,50.8344677,4023.737991
253,5709.884442,9697.856384,0,0.142559652,11.5983182,4627.192963
254,5304.663098,6599.49483,1,0.186305794,75.80817794,3839.234444
255,5908.177396,5891.030499,1,0.152833628,38.44158993,4110.050105
256,507.63694,2290.706584,0,0.169822689,4.89377192,5361.658455
257,9408.10485,6098.361127,0,0.16590125,4.223712595,4663.215733
258,805.5034237,6691.740291,1,0.244345496,3222.716042,2696.10293
259,1705.664694,6498.39475,1,0.222393823,1695.096925,2281.471721
260,5002.416805,2792.99167,1,0.184616687,140.1073803,3234.909147
261,7608.52388,2699.133093,0,0.149465996,20.71034357,4345.161874
262,6100.81165,1899.425641,0,0.16061868,12.27703874,4882.428195
263,5404.653846,8891.573142,0,0.173208261,840.2342425,4169.759331
264,2703.571017,2493.175809,1,0.233560691,193.1262284,4607.446919
265,1203.599536,2797.082275,0,0.168741461,19.97869439,5162.119971
266,100.4876131,7190.903775,1,0.242796882,4807.433937,2533.38208
267,5209.535519,3390.3492,1,0.180047015,262.9548989,3668.098941
268,8702.640526,5799.773099,0,0.169490269,8.942294275,5043.807941
269,5404.128223,8594.626805,0,0.173661748,39.91067488,3414.962471
270,6604.663322,8098.807025,0,0.167630085,12.02306567,3850.877967
271,2203.403014,992.6344777,0,0.14346367,0.328594399,4740.433604
272,3002.660449,5999.053,1,0.186045719,10.92013096,3675.805773
273,1304.597797,9897.523821,1,0.215081236,178.8400421,2338.526584
274,7101.647637,6392.246602,0,0.165952623,0.618037678,3780.159752
275,1702.011617,198.5882835,0,0.137131669,0.243645747,4305.006454
276,5409.541948,2590.998226,1,0.174194908,122.1567147,3806.354495
277,1406.617662,3797.422965,1,0.163731737,19.5834505,3823.747676
278,9509.229484,9692.411398,0,0.146622122,0.875004364,5229.980509
279,5808.024402,7799.160673,0,0.168371125,11.17139195,3646.918994
280,1404.373614,3096.369577,0,0.175718237,27.12723669,3940.936963
281,8505.518899,9692.730395,0,0.133680877,0.035607822,4483.252131
282,5.539466017,6193.628782,1,0.212448344,228.7720985,2399.188146
283,3304.658246,2190.134853,1,0.226567878,503.0126311,3573.093751
284,603.7614464,1393.09701,0,0.16544312,1.167092626,5414.806777
285,1804.345817,8098.208842,1,0.18993999,168.9011671,4024.104265
286,6007.834708,4294.977078,1,0.185219719,0.652597658,3701.336295
287,3507.323694,4692.493884,1,0.18179877,35.09809706,3478.714274
288,109.1716639,6891.524923,1,0.242699184,839.9759867,2369.025747
289,1408.067574,9296.782133,1,0.202139074,258.0699284,3799.628942
290,306.4132438,5497.87508,1,0.221928998,1009.183038,3828.382456
291,300.6257429,8296.507914,1,0.24499436,15.28093352,3577.69686
292,8704.76082,4899.260225,0,0.134505553,0.496087374,5957.16215
293,7708.152219,8692.36872,1,0.166563813,16.91766289,3496.567332
294,3008.145441,9695.310942,1,0.241349768,10319.90485,3064.87269
295,3708.880871,9898.99322,1,0.202641997,1082.453644,4156.994603
296,501.0354018,9099.973147,1,0.220761463,140.0212663,3413.063944
297,6004.216615,9593.411267,0,0.156272941,6.708429551,4023.172527
298,7309.863597,9099.464488,0,0.168907755,14.10278304,3672.355415
299,3309.277147,5992.583982,1,0.182086543,161.9853866,3409.532738
300,1907.676002,8899.818236,1,0.219071796,3462.014918,3666.595641
301,3806.722675,2498.072358,1,0.235569016,4960.562607,4249.812817
302,1908.502178,1696.017755,0,0.168940754,2.749074442,5184.711963
303,600.0821279,9290.852249,1,0.216252958,400.2984839,3959.934912
304,4700.581679,499.8455902,1,0.189422698,123.5920602,3222.764167
305,1007.096732,7991.713737,1,0.223303396,71.81563508,3201.770628
306,409.8907909,5193.650467,1,0.221604007,2180.39881,3502.325682
307,7705.85982,2099.214131,0,0.181031005,34.41431961,5225.978004
308,8808.902515,2099.124439,0,0.174255285,0.479150558,4080.442156
309,7601.074506,7298.22373,0,0.157341099,0.973501881,4524.044995
310,2608.122112,5492.849064,1,0.178577819,89.16762875,3566.508622
311,2504.141199,5792.396761,1,0.215039285,625.510541,2693.691341
312,6505.549196,4591.188484,1,0.166852762,2.353780599,4162.053508
313,4704.238041,7395.614458,1,0.205361534,195.5156376,3348.226492
314,1504.061832,5995.185446,1,0.222201851,728.764328,2830.18217
315,1702.641256,6594.376088,1,0.219801202,263.1975148,2983.326185
316,2704.799812,793.3703076,0,0.135424428,1.670218545,5137.618112
317,5908.135804,3197.645418,1,0.187614411,165.8144182,3833.986327
318,701.7686794,7391.144293,1,0.24490612,261.6647197,2280.283632
319,8304.607403,5196.494677,0,0.132173007,0.306352051,5315.728146
320,7400.055658,2695.446202,0,0.161374028,8.833009922,3970.967885
321,2006.907945,4197.792823,1,0.180785585,188.203093,2570.854417
322,1701.376601,4393.054746,1,0.181924382,190.590172,2813.564958
323,2701.13493,9294.025204,1,0.224357788,414.193338,2773.675697
324,8103.544929,891.3539214,0,0.163187978,0.351045931,3661.208798
325,2405.052955,9793.551423,1,0.250603228,5343.666959,3151.671101
326,5306.241349,1892.888475,0,0.1610003,4.159288637,3510.869895
327,2107.130822,7495.811696,1,0.212063076,10.97397439,2788.339238
328,3407.431157,8395.838101,1,0.244942093,694.000295,3451.401867
329,3309.209026,4694.039542,1,0.18119528,67.86625811,3180.313572
330,2403.9628,796.9747367,0,0.14682839,0.882568426,4503.187577
331,700.9719235,8299.792777,1,0.225323333,68.01245419,2785.310538
332,5807.16698,9194.273597,0,0.158128906,12.58270761,4520.248335
333,3402.279964,5492.062731,0,0.170880919,84.47149189,2918.232227
334,4408.048936,7792.283638,1,0.194614473,181.5543072,3657.779712
335,4400.755656,2099.026342,1,0.200467261,560.3243433,2872.653464
336,7209.908381,7390.01938,0,0.134690803,1.727662711,4022.910215
337,3906.928189,1499.284793,1,0.23365903,120.7751604,4056.685195
338,9506.578373,499.108074,0,0.16405257,12.52867147,3654.927863
339,4703.063064,4994.403947,1,0.175612039,1.323862189,3550.106459
340,4806.438074,790.3676727,1,0.204313325,13.93043202,4373.18787
341,9006.600238,2498.201582,0,0.149328231,0.039530967,4197.425746
342,5706.168703,6691.695482,1,0.158933474,59.64600926,4234.340576
343,5900.80098,597.4949665,0,0.148311636,1.081756086,4176.193127
344,2803.753715,9899.069768,1,0.241924458,7094.6651,2527.806567
345,5503.943911,7091.900342,0,0.175937395,26.88647601,4307.308937
346,3100.161919,7098.438609,1,0.183921927,21.80132066,3721.916355
347,609.8790127,5798.948111,1,0.235827694,4317.041572,2802.341855
348,606.4640851,6893.719537,1,0.233921836,8961.824747,2632.071466
349,1304.340436,7599.229127,1,0.222358779,84.05703539,3178.240637
350,3405.23478,2898.315441,1,0.246794098,2187.784303,3320.705262
351,8603.011218,8792.19311,0,0.172666414,0.392367574,3404.224015
352,7709.752266,8796.782377,1,0.157006508,16.36018516,3556.503808
353,3407.355731,8997.04711,1,0.238679793,6422.083694,3613.060898
354,5604.765154,8898.035451,0,0.167262807,531.6305966,4474.776077
355,7009.957332,4795.3215,1,0.171172906,34.38259644,3473.555981
356,4505.411577,6999.903688,1,0.198374834,297.6351215,4028.664363
357,1403.584721,5590.929415,1,0.201889943,5677.276705,2984.24493
358,1002.34545,9599.510464,1,0.202123955,357.4816414,3383.118632
359,4605.524216,6999.078348,1,0.223437552,165.2038712,3952.876145
360,8203.073348,2295.297425,0,0.159165497,10.6745212,4257.284378
361,3300.755154,8092.336157,1,0.25518901,2069.378436,4467.531224
362,8404.223231,1492.233554,0,0.139648221,2.454272564,4198.127219
363,4603.863608,2299.699246,1,0.199461522,79.97349934,3295.560338
364,1200.999278,593.7994093,0,0.18006981,0.604508652,4543.30671
365,1206.464836,5699.342544,1,0.216818732,2747.466689,2543.772663
366,3504.613641,7593.366033,1,0.241048166,4144.097217,3892.353633
367,3905.978894,5094.137193,0,0.15840496,73.76222796,3283.9938
368,5805.276828,3790.128821,1,0.187037529,34.92588944,3326.994764
369,5204.111416,1697.363514,0,0.147647735,12.90788542,3481.462538
370,1603.584424,3794.895895,1,0.183161274,36.17155314,3670.383199
371,2109.635152,8897.929336,1,0.221790988,688.4755148,3552.752814
372,4703.10758,5390.333988,1,0.167580537,3.396554728,4345.628878
373,1606.900374,6191.859967,1,0.198791175,996.8497475,2439.452486
374,7500.052637,6995.044526,0,0.159170879,9.224292416,5263.064063
375,1505.503448,9897.863401,1,0.220680081,6104.463114,3679.771439
376,2400.951897,8697.29325,1,0.22837021,1294.125166,2975.48328
377,8509.392362,3798.227297,0,0.152740185,10.41200623,5707.231776
378,2400.326179,7596.098648,1,0.223353896,114.2386441,3066.707994
379,7306.56034,5197.510392,0,0.1728812,55.62570566,4773.902523
380,2504.593301,3991.58226,1,0.19277585,888.0378026,3803.122338
381,2609.481995,8695.800268,1,0.224122667,1409.150698,3784.014078
382,9.277644881,1395.486548,0,0.154557288,0.039555279,4401.56432
383,6905.772822,6896.377041,0,0.174677933,3.052896216,4689.626659
384,5409.543686,3499.344279,1,0.19320061,48.0684581,3843.173487
385,2504.931962,5593.341346,1,0.191565499,76.84052469,3670.457907
386,9208.971322,4594.49658,0,0.133298704,1.41301264,4914.687599
387,1402.702153,296.3404901,0,0.157845243,0.159362844,4389.049112
388,2308.745209,7092.999534,1,0.198532766,43.98220134,3396.289849
389,9801.40786,191.8948425,0,0.166260945,11.84331897,4443.054246
390,4904.426762,1199.769088,1,0.18022601,66.62597009,3467.880278
391,3708.217124,9295.669701,1,0.231597277,601.0060654,3963.600552
392,2904.841084,9492.01178,1,0.251357414,2862.125885,2862.673261
393,1904.57841,599.632547,0,0.147361803,0.32587834,5027.967967
394,3004.517776,8794.620898,1,0.230303074,3397.700311,2999.248935
395,9404.302106,296.5115624,0,0.166639556,7.025006992,4335.59568
396,6302.578825,7995.470679,0,0.172241284,23.17664098,3939.182858
397,6504.810402,3996.801617,1,0.190678343,3.962097096,2549.010159
398,9403.583343,7694.379659,0,0.160677606,1.199464386,4206.625523
399,4603.292039,897.5130034,1,0.197077795,12.7031899,4609.845251
400,708.1028885,2792.640792,0,0.152327592,6.954102111,3768.304238
401,900.5634976,797.0372445,0,0.168804482,0.909840949,4625.471143
402,801.7147565,1592.200976,0,0.181701882,5.378114715,4424.284163
403,2100.443057,9299.510215,1,0.248161297,1512.390067,3847.188566
404,6401.461503,5995.221499,0,0.178243941,68.45293473,4351.284078
405,8805.644911,2392.729942,0,0.154066491,0.234172862,4469.025327
406,4708.836405,1794.464624,1,0.190205906,322.0043281,3686.879656
407,7209.23821,6398.690907,0,0.163079582,0.755430228,3981.40322
408,3105.403551,8699.415059,1,0.233140845,2879.776949,3815.883866
409,4206.385738,1396.191705,1,0.224054208,346.7661136,3913.733837
410,5100.587459,6496.71643,1,0.187024242,92.43307851,3246.272839
