,X,Y,Por,Perm,AI,Facies
24,75.0,775.0,12.993402471873843,570.8571563489209,3993.647555127701,1.0
124,325.0,775.0,13.260258903660976,448.443225545849,4289.817600907928,1.0
323,650.0,619.0,8.272936075650925,338.96673256454164,4202.0427258502195,1.0
4,25.0,775.0,19.451044037652764,798.2633532152115,3698.795218801693,1.0
194,475.0,275.0,12.243245995374584,481.64496418874165,4106.854021129571,1.0
57,50.0,309.0,13.078570925461861,528.7993440644325,3879.4345386763275,1.0
425,400.0,349.0,12.204300661086215,406.25003492129156,3879.4480632416257,1.0
185,960.0,469.0,9.583177478979145,426.0655512567671,4407.954782457906,1.0
306,775.0,675.0,11.362331952701949,473.4236793142593,4102.143940840184,1.0
387,410.0,69.0,16.10492270567429,593.4715803586793,3786.9491443423667,1.0
6,25.0,675.0,9.174848853565218,325.54519538580917,4727.547183055632,1.0
210,525.0,475.0,7.323540857227512,176.05411170716303,4635.532218644524,0.0
461,600.0,839.0,6.079027844379603,179.31516554665683,5494.9403711003615,0.0
102,360.0,249.0,14.336818810598075,498.135463060881,4050.17500102435,1.0
145,600.0,589.0,15.495614369536483,610.2415301147851,3719.839587287462,1.0
111,170.0,399.0,5.026566679164917,164.68517687737994,5303.101852219185,0.0
361,460.0,299.0,11.000265434247336,442.6708128083484,4072.281620782545,1.0
222,575.0,875.0,4.72432759213947,156.7843205527417,5701.203128336348,0.0
23,75.0,825.0,14.902717360075027,600.1150693098876,4199.739483771123,1.0
350,875.0,475.0,15.39083323449927,416.9849818993042,4093.695174878113,1.0
66,330.0,579.0,15.187744963214213,562.5573118566253,4036.066589127028,1.0
369,925.0,525.0,9.419690886042448,414.86569006752393,4056.79814032058,1.0
290,360.0,759.0,6.207138946445978,295.1534142082101,4807.657173470531,1.0
59,125.0,25.0,10.466315497331594,424.5070117022654,4117.5120769141895,1.0
0,25.0,975.0,17.48817805425189,513.4619131505781,3802.5401500383628,1.0
30,840.0,929.0,13.923789573640272,536.0770574380973,3908.132271625855,1.0
31,610.0,179.0,10.74279001850812,484.14263861160805,4164.796891268267,1.0
221,575.0,925.0,12.269181468339188,483.3842608589047,4035.984836324116,1.0
120,470.0,509.0,10.261511038532346,408.2349117447938,4081.3626987636626,1.0
185,475.0,725.0,12.16445338912012,490.27927808491506,4096.748631988131,1.0
291,510.0,179.0,13.443175078485421,495.9698361678134,3933.3300504672397,1.0
194,890.0,459.0,11.165661193292545,445.2320725752429,4196.474432262077,1.0
353,875.0,325.0,7.67885222337722,356.95974209840324,4474.733687155908,1.0
330,280.0,749.0,12.954805203096146,468.8628748215537,4222.987235524788,1.0
17,380.0,569.0,11.229454354550477,459.6022509079677,4247.339485746307,1.0
15,720.0,379.0,8.7604359233605,343.4619597362137,4311.323060548804,1.0
80,360.0,679.0,13.254643777465054,609.2918950858176,3984.010411124979,1.0
184,160.0,899.0,13.257621392686247,483.6286665460877,3944.8797470224713,1.0
336,825.0,175.0,12.460575083640489,422.4975692134744,4223.474930479306,1.0
294,770.0,249.0,16.7090707174483,626.4686817309441,3814.450627978228,1.0
257,70.0,309.0,10.541573689944816,430.24602285436487,3953.668401054519,1.0
441,50.0,19.0,14.25745658054497,541.0610858312747,4274.6020268218645,1.0
328,200.0,89.0,7.287580810832628,212.00238915552828,4729.850524926114,0.0
22,75.0,875.0,13.208593628439948,573.6672419259969,4297.631314136246,1.0
172,425.0,375.0,10.884660379899469,396.6460265137231,4096.412163965244,1.0
316,290.0,359.0,6.857030376599493,357.22941966122823,4565.431831275048,1.0
84,225.0,775.0,11.600622690278342,399.4228707263972,4250.358322127025,1.0
249,90.0,39.0,11.219250589872367,430.2035945422263,3924.4269660573423,1.0
454,450.0,989.0,10.022535565961798,391.3238405870112,4290.704815109991,1.0
149,600.0,539.0,4.5738512055994285,153.81488717247188,5154.27381183221,0.0
37,310.0,419.0,5.220396354996696,153.13279786563692,5270.193751678854,0.0
44,310.0,449.0,11.052776214800856,490.73523597194617,3993.0266036235134,1.0
320,825.0,975.0,19.23912422732188,460.0948943413689,3811.0548978256597,1.0
302,775.0,875.0,6.404778650525894,172.80768026355554,5249.242731794595,0.0
89,225.0,525.0,14.115894503511331,586.4110186236907,3914.9267452675963,1.0
47,125.0,625.0,6.291237277982291,173.09168128127354,4834.683260341893,0.0
126,260.0,599.0,7.2769541813392085,249.33521812245468,4986.343791687153,0.0
72,175.0,375.0,6.4214234552224525,341.41449108967055,4516.589503399099,1.0
204,500.0,309.0,11.687308699688137,411.276912814628,4085.1434882015606,1.0
54,770.0,269.0,16.30400834518296,656.780204635821,3809.6561009053735,1.0
231,575.0,425.0,11.571810164077588,358.6453554968871,4028.780234975179,1.0
342,875.0,875.0,8.325892853588705,239.716675708894,4454.5829210753145,0.0
368,925.0,575.0,11.387355683924778,395.7055157441362,4021.8591950457067,1.0
499,400.0,49.0,16.12737134633581,622.8663485290383,3920.6337600397446,1.0
103,30.0,799.0,19.512889071603247,666.8370826203386,3630.239426695126,1.0
394,975.0,275.0,7.640387165221301,332.12449146670076,4509.4403813377885,1.0
23,100.0,599.0,11.920627994906102,433.03122976459935,4300.185759131746,1.0
450,530.0,259.0,12.890449891490922,374.7264182030079,4095.1112305739885,1.0
444,490.0,479.0,9.54684923800443,325.8173362436495,4345.391138988941,1.0
359,875.0,25.0,7.25374626474402,212.52505147454252,4839.818958323134,0.0
192,350.0,589.0,11.834305294271372,476.37937091923624,4126.594015965598,1.0
236,575.0,175.0,10.423537373772572,557.0551298170928,4178.843218759225,1.0
79,175.0,25.0,6.592052529322258,191.95842210524918,5011.24012741533,0.0
247,140.0,599.0,14.779352829245823,521.4315365246313,4020.15492386991,1.0
285,270.0,599.0,7.569146733824047,226.92981374945006,4717.799081593579,0.0
393,975.0,325.0,7.528451090847271,366.3233640627294,4474.698432546141,1.0
263,30.0,729.0,10.87713076333866,433.64843219600823,4452.6436706386085,1.0
356,260.0,619.0,7.660169181422194,271.60635014541754,4476.782588025553,0.0
277,760.0,579.0,10.101128067655644,390.10439146843095,3980.9191413859126,1.0
445,50.0,829.0,18.644050030528536,660.4561836048838,3791.2916960025123,1.0
213,540.0,989.0,17.16834382061531,694.5352794242856,3944.5930457143586,1.0
486,760.0,669.0,13.154015728545163,443.87637544468237,4009.6273370509216,1.0
379,925.0,25.0,6.14869627041202,174.61170850870715,4785.827343995875,0.0
475,60.0,829.0,17.39403661255734,609.684675791834,4360.990170554824,1.0
200,525.0,975.0,18.71314684694858,756.5989029224564,3759.346499295939,1.0
17,25.0,125.0,12.344356504929987,530.3899680668512,3831.7183782142347,1.0
363,230.0,559.0,12.804422708176704,705.7254214199174,4102.2937348778705,1.0
167,425.0,625.0,15.381985967035256,530.5509664960384,3903.6917423696245,1.0
422,70.0,299.0,10.83770132275085,417.4589921742102,3840.585547538174,1.0
5,25.0,725.0,7.586961702462767,221.44415045641153,4668.39604076686,0.0
187,700.0,279.0,8.38686862114066,223.690770642344,4346.978696616922,0.0
208,525.0,575.0,14.638414900192554,570.3060550989665,3709.957892955525,1.0
323,825.0,825.0,7.876319157562842,228.81037571576468,4654.7429735648575,0.0
476,120.0,589.0,14.02222747183253,436.0629783102264,4145.188524827614,1.0
280,80.0,369.0,9.380867185115392,496.8889728919365,4266.3553942843155,1.0
348,875.0,575.0,11.683823901058913,506.87370649421746,3894.941798283769,1.0
191,475.0,425.0,7.481906771040061,194.42176554389115,4964.642011823726,0.0
142,375.0,875.0,6.758661662321802,330.83832249107627,4642.957188643604,1.0
25,900.0,309.0,9.384749633459107,410.67180056046067,4058.976340006896,1.0
413,790.0,169.0,4.53016224752743,165.36343795606018,5456.441395219329,0.0
32,0.0,939.0,16.344918203669852,635.0409462293852,3788.678362179313,1.0
341,875.0,925.0,5.3521622181333335,178.69670577745742,5164.781277462575,0.0
330,825.0,475.0,11.162505819786293,383.50892376616036,4075.222890280979,1.0
80,225.0,975.0,16.456612841785883,525.8140316492116,3643.547674031205,1.0
449,530.0,179.0,12.058462387587936,453.9100709194437,4043.183031848611,1.0
300,775.0,975.0,13.004127530352642,436.5467383339859,4027.264166239922,1.0
344,875.0,775.0,6.860514071634495,196.25782536739297,4586.796163065665,0.0
220,850.0,919.0,11.5154628385134,491.5871947453676,4135.483863307714,1.0
65,480.0,759.0,10.55810124831041,450.6535299172766,4107.029564375022,1.0
135,325.0,225.0,14.513122535449469,518.693957182121,4332.274499613093,1.0
292,725.0,375.0,8.7604359233605,343.4619597362137,4311.323060548804,1.0
329,410.0,259.0,11.9816252037745,396.9819237362375,4267.253111798961,1.0
353,830.0,989.0,19.95276491264911,658.2069322335074,3834.02054084863,1.0
149,375.0,525.0,14.491738102638065,486.6519657265128,4021.784967690991,1.0
112,30.0,579.0,9.655131918981093,422.78787154077787,4242.615440275295,1.0
428,330.0,209.0,4.438322515551049,145.72834722609244,4867.890938429097,0.0
164,650.0,529.0,9.739587588230256,398.1855868792507,4022.07866125405,1.0
132,780.0,879.0,5.594230898774079,296.7720880691528,4521.287099470459,1.0
259,530.0,279.0,12.011434532290902,388.3811475785002,4171.182834704344,1.0
379,690.0,469.0,9.220795228279579,371.1750649003996,4510.788573306749,1.0
148,510.0,959.0,16.895308186078015,688.8269309959917,3945.441553710266,1.0
138,325.0,75.0,11.79205724625723,449.0221535404288,3792.418773354964,1.0
389,860.0,599.0,12.470992177831114,449.1597886093176,3805.0306363713858,1.0
134,290.0,489.0,15.959878177858972,660.0556165651493,3866.9890922330055,1.0
432,940.0,489.0,9.896068057696349,364.61170582649237,4213.075256822837,1.0
133,980.0,469.0,10.234388707978763,472.4090648327131,4481.553662757895,1.0
264,730.0,69.0,4.525713043871187,148.5359844826152,5262.841249332971,0.0
128,325.0,575.0,15.089583582045044,544.7199473012523,3907.410049197214,1.0
339,825.0,25.0,3.939258581110577,268.6545841656207,4397.629965185662,1.0
371,925.0,425.0,10.636904854355553,369.49575737734244,3877.675562456584,1.0
73,175.0,325.0,8.298819012476287,303.3218141450553,4793.182366272641,1.0
283,800.0,999.0,16.155825622773833,636.7541791329662,3813.550549319553,1.0
113,880.0,809.0,7.071266214218475,235.6023596816052,4670.7321727593735,0.0
245,250.0,589.0,8.712094181707267,254.34743734473076,4760.308952964695,0.0
46,610.0,409.0,9.63189701685439,265.26370094419684,4985.640961506352,0.0
39,75.0,25.0,15.449795709803746,536.8380882560217,3883.0250175831843,1.0
193,475.0,325.0,11.666975993096793,473.37675099800407,3938.370810522598,1.0
184,475.0,775.0,10.55751440270064,367.0995064345621,4133.596029346567,1.0
264,675.0,775.0,8.729688224292135,395.9657859944318,4634.67774160388,1.0
270,675.0,475.0,12.391944727065225,524.5112041531754,4450.213431389113,1.0
62,175.0,875.0,12.194700743411486,474.3188175047485,4101.16368919561,1.0
183,660.0,349.0,9.08629378406293,357.7038801269577,4196.360894065684,1.0
274,800.0,769.0,10.046347442122793,360.17129842301625,4405.179046789102,1.0
238,575.0,75.0,7.7470164387489096,189.68792678828757,4655.056681465337,0.0
205,525.0,725.0,12.593308367948355,505.8212622736532,3834.109702123095,1.0
51,125.0,425.0,7.742330692957836,307.20200430212765,4465.891002922902,1.0
102,275.0,875.0,14.877662792968948,758.8161874904744,4149.484474671299,1.0
410,750.0,859.0,5.722917306522716,174.0207983407175,5051.59787563808,0.0
470,620.0,309.0,9.211494784148641,373.0027369965018,4608.537517449152,1.0
474,660.0,589.0,7.084155476188135,410.71170029261566,4135.484538401307,1.0
248,625.0,575.0,12.496131725518051,460.985948668316,3729.4871245529916,1.0
75,190.0,989.0,15.380532606237846,571.6635420519048,3635.9061368536845,1.0
481,290.0,679.0,7.856265506451031,233.39086313043978,4473.804465731529,0.0
32,75.0,375.0,8.166884144080491,749.0500576527488,4061.2787547397975,1.0
260,790.0,689.0,12.41040272839104,425.98555554337054,4136.188985671128,1.0
319,50.0,299.0,12.116221657787163,527.4206581214711,3847.6827123031912,1.0
479,0.0,839.0,19.07005416716332,686.2492530717847,3697.599463096055,1.0
76,175.0,175.0,8.556205661888708,270.8289914994019,4957.040055704916,0.0
143,690.0,539.0,8.183484429402398,327.9256955320873,4352.960455029694,1.0
245,625.0,725.0,7.807044286529914,396.4708811628527,4662.49192488377,1.0
463,770.0,539.0,3.1352471428854276,275.8164753136697,4487.284263418003,1.0
178,50.0,809.0,17.813327899314224,650.1164044447439,3822.0130481794567,1.0
10,25.0,475.0,11.148792614593518,391.4360659074208,4340.197565936199,1.0
48,125.0,575.0,12.726799370212195,453.06584536194003,4120.352901470403,1.0
92,280.0,649.0,8.008230430002094,262.6831620293514,4617.357996095144,0.0
320,910.0,519.0,9.939976215659817,408.06634953081095,4123.308523415343,1.0
351,875.0,425.0,12.363810541651516,395.2971264804125,3912.398380852797,1.0
176,510.0,449.0,10.048169149282064,389.84681475353574,4187.853699702508,1.0
317,775.0,125.0,5.190558590794477,160.41465838434533,5586.456909436517,0.0
343,780.0,949.0,12.87196897621231,493.3993055424292,3903.7241751612232,1.0
40,125.0,975.0,8.149224651786664,360.54393780910993,4141.529918195724,1.0
58,980.0,419.0,10.317540863681753,417.8037896032049,4226.2029046660555,1.0
403,280.0,529.0,15.360615406729435,631.16844367364,3942.1970464706255,1.0
337,410.0,469.0,5.090625173241942,144.65063433939704,4909.896932528276,0.0
472,590.0,819.0,5.77427389136689,164.37191129633416,5328.091171808304,0.0
137,325.0,125.0,10.303468553604102,407.89917142621573,4206.208092280413,1.0
293,780.0,89.0,8.93846686412834,314.15582114669286,4275.976635013318,1.0
81,225.0,925.0,12.727948242429886,475.51518390440935,3885.311586142295,1.0
358,260.0,849.0,16.631378094690746,635.1285581178306,4045.3654983480137,1.0
135,950.0,389.0,12.084551100830074,435.9699236056083,4215.598069488982,1.0
126,325.0,675.0,13.55206367739747,526.7343500448554,4120.486987479885,1.0
315,775.0,225.0,4.577344129876587,162.54077383981794,5266.066819439107,0.0
50,60.0,249.0,6.185563412093877,181.25326228275597,5293.952418328135,0.0
314,775.0,275.0,14.964741421325536,615.184365684646,3702.6765722263613,1.0
446,370.0,569.0,9.23092266552384,386.2575660035354,4174.909321664348,1.0
322,190.0,849.0,13.647996331709605,505.5512430348074,4115.701688628048,1.0
26,75.0,675.0,9.488330299708137,370.70304278739945,4478.978273524337,1.0
312,300.0,429.0,10.01548898007788,405.341481840975,4186.0303184509585,1.0
286,725.0,675.0,13.312088400604576,502.7268991877675,3850.531091567033,1.0
96,225.0,175.0,5.07626779666756,168.51279536520954,4533.535650613172,0.0
238,460.0,989.0,8.992962425046475,392.2961494268921,4324.583846021403,1.0
276,675.0,175.0,10.97501595447068,422.1311066672009,4231.473352097632,1.0
35,180.0,639.0,7.5518556993719255,192.83463141796403,4701.657619687791,0.0
171,790.0,859.0,8.43783400001585,224.46816693895002,4707.927145713789,0.0
498,110.0,439.0,6.280676503027335,317.47581809363726,4624.20429435507,1.0
436,120.0,999.0,12.256230432752146,403.9900958192942,3933.9412385214655,1.0
433,840.0,99.0,7.110065550637002,189.0782540610774,5386.802699216862,0.0
469,340.0,499.0,17.23820117584788,449.82236621544996,3708.13650059863,1.0
388,370.0,189.0,8.570606849523703,352.9653600674992,4688.12183996254,1.0
246,625.0,675.0,9.719137158325927,395.73176683751996,4388.093597227751,1.0
195,475.0,225.0,10.211594386126484,382.1177143290068,4172.979760665173,1.0
47,900.0,79.0,8.852574856952074,238.5513322477157,4484.303606504354,0.0
6,70.0,809.0,13.547354772335812,505.10527935442536,3989.5793025674607,1.0
81,470.0,309.0,12.04037057502935,494.2889580048929,3960.5196013054638,1.0
180,475.0,975.0,10.496392482617003,393.0162496629858,4059.8821446446473,1.0
199,880.0,209.0,7.050922615416885,190.5690173347174,5676.353020390403,0.0
68,800.0,579.0,6.7050251423855025,339.50351115296127,3964.90916977323,1.0
186,820.0,199.0,15.082029342512325,479.7359683202409,3814.654807633776,1.0
306,40.0,839.0,21.59941251493482,734.9082959938091,3733.504309680145,1.0
146,375.0,675.0,14.972869211077498,560.6382836351798,3859.042571745654,1.0
271,675.0,425.0,8.707878360522527,338.12271518869477,4464.675085500323,1.0
217,180.0,229.0,6.754075681041706,290.23855421748397,4498.860630633815,1.0
294,725.0,275.0,8.708460590959684,228.76366886207302,4352.133668217786,0.0
170,150.0,869.0,14.388952620985378,537.3980374294467,3941.9841447121576,1.0
73,290.0,599.0,7.117615654305111,212.4879541969017,4827.232331556045,0.0
88,225.0,575.0,8.507557116958196,241.05417222966173,4649.791239932363,0.0
43,710.0,439.0,9.05767761572583,396.8468160223074,4479.427489009862,1.0
417,880.0,429.0,10.392380096947972,372.2617945850929,4156.296906877462,1.0
109,990.0,739.0,12.93481717700336,412.1831487915352,4435.763997058178,1.0
478,880.0,369.0,8.940456719145205,343.7645043663884,4224.372207538401,1.0
354,875.0,275.0,13.303936569179168,476.0464237792453,3864.444252734704,1.0
201,525.0,925.0,12.971712270972146,538.6939791491749,3927.217062638741,1.0
110,275.0,475.0,14.070455509124233,676.4535530141835,3947.2831250931904,1.0
182,540.0,859.0,11.16843391665454,411.05138252427497,4196.785528348859,1.0
488,210.0,679.0,6.201512763769191,199.17307688410727,4658.971619085191,0.0
189,270.0,359.0,8.70873665310267,400.21006254476725,4306.381810773654,1.0
38,280.0,139.0,4.511352759902275,162.42359204682316,5055.510454100686,0.0
24,390.0,619.0,12.97755669886908,488.7460670193285,3772.9918758688486,1.0
297,90.0,279.0,6.5969593877834,349.3455084580803,4200.7633645563565,1.0
336,720.0,809.0,6.914450852689664,330.84200022506496,4446.354182249565,1.0
259,625.0,25.0,4.957834282057783,162.3989686604001,5128.103426326343,0.0
140,375.0,975.0,8.77715230212746,388.7687914153346,4560.017897821479,1.0
180,620.0,289.0,10.432967304326969,383.73318370260716,4410.730097989928,1.0
